tweet,user,label
"RT @techedlive: #tenz delegates, download Windows Server 2012 R2 preview or Microsoft System Center 2012 preview and be in to win:
https://",bensmithnz,
Stress Fractures at Microsoft http://t.co/cmcy98CibE,VisualArtWerks,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,jameskittu,
microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/fDdWwC3n6s,Brandy687,
RT @UberFacts: Apple's iPhone is now worth more than all of Microsoft.,EPLeaguenews,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,VincentWright,
Microsoft doubles down on Xbox Music with revamped service  including iOS ... - VentureBeat http://t.co/qPos3c7QRN,electronicPR,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/k7HL4PJJHG,ThinkWebsHost,
"DEAL! | Microsoft To Acquire Nokia's Handset Business for $7.2 bln | DETAILS - According to REUTERS,... http://t.co/Vt7pYlkwEv",UrbanMonger,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Rosepea,
RT @c50cub96:  Microsoft Office  - ITmedia  http://t.co/zCmTRhph0B,_k725,
http://t.co/lDuQ51goMM-Worries arise that Microsoft is growing beyond manageable size: The company is a... http://t.co/sbrjiqBhQN #Excel,Talentuply,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,MaxMediaxpress,
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/NB0ZkWYP10,giliananderson,
"Microsoft expands @Xbox Music service with free Web music streaming and Apple, Android devices http://t.co/KvtQLe3M6m via @",MikeSnider,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/t5XvyLnaZR",Nerd_Herd_Feeds,
"@Microsoft you know it's serious when you're on the iOS, which is basically all Apple has",lewis_maddox,
"Microsoft expands Xbox Music to iOS, Android, web http://t.co/tDBgbJZw8j /via @GeekWire",TechZader,
This is spreading throughout the web. Microsoft better come out and say something. (@YouTube http://t.co/dq2d9Ei3ad),francisjairam16,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode: There's yet a... http://t.co/n3gBhCSbHG",_apps47,
shill destroys irony CC TheOnion MT Oprah tweets suppoof Microsoft tablet from an Apple iPa,Hameed4pcnWimsa,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,AngelaBevill,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",madee_arii,
"Do you want to be part of the best and fastest growing UC team? If so, Microsoft is hiring http://t.co/9n6kkbFnED #Lync #ucoms",MicrosoftUCGuy,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps,TakePrivate,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,breakthrunow,
"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open",__human___,
The Real Reason Microsoft Bought Nokia. Transaction Costs http://t.co/LNuv0IQzqo,Akramul9,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/L87fHUnqXq",mysimplereader,
"Microsoft's Xbox music streaming service to launch on iOS, Android - Los Angeles Times http://t.co/2v0kVT3PTd",PartTimeFD,
@Microsoft is Xbox Music available for @windowsphone yet?,VikramMurkute,
Microsoft and Nokia: A marriage of necessity http://t.co/DA8IZ5mBkd,StockInvestors2,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek: Microsoft Expands Xbox Music Se... http://t.co/UIFpGi6UrZ",biztechltd,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,LadanDaura,
MICROSOFT WORD CRASHES RIGHT BEFORE I PRINT I LOSE EVERYTHING,Will_Callens,
"Looks like I'm about to see how Microsoft's once again managed to make the 360's dashboard even worse, as they have w/ each previous update.",broodwars64,
"like Microsoft windows and Mac OS , Ubuntu too has some cool default desktop theme",Leanora99255,
"RT @shlaq: Worries That Microsoft Is Growing Too Tricky to Manage, via @nytimes http://t.co/fKb47if3hQ",NoahMallin,
"@MicrosoftHelps not sure, I only ever send from PC. I use google chrome, and Microsoft outlook. I don't think some mail is coming in either",KelownaXmasShow,
"New Geekwire news: Microsoft expands Xbox Music to iOS, Android, web http://t.co/L8sfEO6FVb",Benelson83,
How Risky Is Microsoft's Big Buy http://t.co/bG01zIN7Av,wb_global,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/AcsOZoU8TD,CreativeEditor,
[groans at blank microsoft word document],mollydaawg,
"Microsoft reportedly working on new generation Surface: Surface 2, Pro 2 and Mini http://t.co/v1zMMcdNfR",waiganjoNjoroge,
"And we see Windows 8.1 introduces the ""Hybrid System"" - http://t.co/s2EZ4YSxKE",josefajardo,
THE NEXT WEB: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/m9by297j6z #SocialMedia,socialMEDlA,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/OFpFirTA5h via @GamesBeat,deantak,
RT @CuzyyOG: 1600 Microsoft Points #Giveaway ! winner at 50 RT's (Must Follow)  @CuzyyOG @A2_Underground #RT My last msp code http://t.co/d,ImEvoluting,
Microsoft Lync Certified Web Camera on sale this Monday at http://t.co/6KVCCof2fH http://t.co/W3TJ1rJAPN,HTG_INC,
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/uTjkGUHurv,Musicshrae,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,meuxf,
Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/h1A7rkSUAp,TKJkarnas,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps,BarrierVentures,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/X5vkAVIT8l #android",MiyabiID,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/H3EMHS8wJO,TracyHackshaw,
dad probably works at microsoft @lasnuggie,Attack_FL,
"@Microsoft I cannot get them in El Salvador, the songs are there but not for everyone that uses those devices...",cg_alfaro,
microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/DuIl3bA6cI,usaice_maxpet2,
Microsoft launches Xbox Music on Web for free http://t.co/v9dkaKnyZb,MicrotonalDan,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,ernie_cordell,
"#Microsoft #News: ""Microsoft doubles down on Xbox Music with revamped service  including iOS ... - VentureBeat"" http://t.co/qi4eC2toIA",Tech_All,
Microsoft Flight: Stearman Intro: http://t.co/SPIBKlzNZw via @YouTube,RedRobeTV,
RT @VeFrontier: We would be waiting to use it. RT @WittScience: @Microsoft launches #XboxMusic on #Web for free http://t.co/942i2DKtXp #tec,fitsolutionsmy,
Bookies: 1:4 Odds Nokio CEO Stephen Elop is Next Microsoft CEO - PC Magazine http://t.co/SluNzHauKN,cooldotz,
"RT @ContactFixmynet: News UK : Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek: Boston GlobeMicrosoft... http",BostonNews3,
@9to5mac: Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/3G8N4lA3xJ,iAmValDes,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,akuan218,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/EHG7BuJHoL",gracecharles86,
Microsoft cuts Surface Pro tablet price by $100 | Limited Time Only - Windows 8 Tablets Review http://t.co/a5OwGbNTW9,SaveALittlMoney,
"Elop as new CEO of Microsoft, has a solid background equipped for the next battle in mobile technology @ForbesTech http://t.co/rBzAchKkzb",SaraReimoo,
#tech Microsoft launches Xbox Music on Web for free http://t.co/MMvrVUW272,SocialApptitude,
"Ive decided to volunteer for the most hopeless, thankless job a man can ask for: the next CEO of Microsoft. 1 condition: the board resigns.",NHCDan_o,
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/lXaOnhiyea #music via Thomas Tolkien,CaTolkien,
RT @omarboulakjar: #Microsoft releases Xbox Music for #iOS with ad-free music streaming and cross-platform syncing - #Microsoft... http://t,RetweetApple,
@heyimsydnee I went to the library site and then typed in Microsoft I believe,kaileyeh,
@heyimsydnee I clicked on can we still download Microsoft office and I followed the link in the answer,kaileyeh,
RT @OpTicMiDNiTE: I think the Xbox One dashboard looks like an improved version of the current. Very Windows 8-like but what did you expect,jchateau98,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/huHhFYG5qI,MacTribeIT,
"@Microsoft This one-year anniversary of Xbox Music showcases how far technology has come along. From vinyls to online, free streaming music",SaraReimoo,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps,BridgeheadVC,
I love this company ( @Microsoft ) . Yeah!! - Steve Ballmer,MicrosoftBorg,
RT @Pauly_Miller: There is some serious swag not up in this Microsoft Windows store.,Swollrosita,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps: Microsoft mak... http://t.co/quB0hERHRX,iBookChick,
#PHYSORG Microsoft launches Xbox Music on Web for free - Microsoft is making its Xbox Music streaming service av... http://t.co/ehmY1FsFEJ,InternsRDFRS,
#Deal #Software #8: Microsoft Office 365 University 4-year Subscription (Student Validation http://t.co/0EMmInolCV,singaporebook,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps,HoundVC,
"Worries That Microsoft Is Growing Too Tricky to Manage, via @nytimes http://t.co/m6VJY4LEQC",saleemsarwar,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",RedmondNorb,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/QWlD3BBG5d,BatterseaNet,
"The Apple Era begins as Microsoft, Google shift to a hardware centric model http://t.co/bqBnizOEu0 via @AppleInsider",DustDBugger,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,SitiQistina1,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/uBjUbiTr8p",mR_aMoo,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/DT6UEqY2aB,srikantkodavanT,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/PduneONBq0,TainaRolling750,
Microsoft Dynamics AX Functional Consultant (Manufacturing/Real Estate)    ... http://t.co/kvxr525w9W #,M2Fjob,
"Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.co/mUdPgDj3c0",liputan6dotcom,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,book20,
"via Geekwire Microsoft expands Xbox Music to iOS, Android, web http://t.co/fA6UIgV5jy",gonanci,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",Syahril_momo,
@alex_centeno14 cuz it says I need microsoft words and I don't have that on my computer,_Ray_Raaay_,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,monsinee,
It took Microsoft 11 months to bring Xbox Music to Android and iOS. Progress?,bettiol,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/24f6G2Fhp4",its_shewy,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",MobileBliss,
Microsoft launches Xbox Music on Web for free http://t.co/EYstwLfEMa,scottmcberry,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/z29LneN6bC",RiantizaTiza,
"Microsoft announced today that it has launched Xbox Music on iOS and Android devices worldwide, expanding the number of devices that ...",philandroid1,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",lexwhite,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,measaura,
@Wario64 This MS tweet say Xbox Music is on iOS and Android also. https://t.co/zEmrdYfjPl,bosjbug,
"Stupid Microsoft word, deleting my English essay due tomorrow.",Parker600rr,
RT @Mytushi: Check out my newest video of the Xbox One dashboard! #XboxOne #Microsoft #XboxLive http://t.co/Sji5Wwq2Ym #PS4 #nextgen #conso,GamingDT,
[Globe: Tech] Microsoft launches Xbox Music on Web for free http://t.co/SHX5hQvY9F,BOSSmallBiz,
Protected: Microsoft Buys Nokia: What Happens Next Matters Most http://t.co/suQIDCmnw0 via @sepharimgroup,Hosea_Ouma,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/rlB5mCS80z,justmekamelia,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/m3VNIhdoQf #mobile,dharmeshsb,
6 more followers tonight could be your lucky night for 800 microsoft points,99Malcolm,
keje microsoft word tak buat lg,AmirulHaniff__,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/Ux38gYVsMz,BloomsburyNet,
"#tenz delegates, download Windows Server 2012 R2 preview or Microsoft System Center 2012 preview and be in to win:
https://t.co/mJitCjKyAB",techedlive,
#BeijingJobs SENIOR DEVELOPMENT LEAD-MOD-Beijing Job: Microsoft - Beijing - Job Category:... http://t.co/3H4xSjELmU #Job #Beijing #Jobs,Beijing_Jobs_,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,SethMajid,
9to5Mac -- Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/d3rs5XTXH5,woodylinks,
"This Week in Tech 422: Nine Degrees of Whimsy - Hosts: Leo Laporte, Dan Patterson, and Rene Ritchie   Microsoft/No... http://t.co/jqE5okQZZ3",HTDM,
"Billboardbiz: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-dema... http://t.co/r0610ijKZf",marcsolis,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/Pp159HNid8 #Android",trendblognet,
"Microsoft Corporation : Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/S9iJPZ6n5x $MSFT",ForTraders,
Microsoft launches Xbox Music on Web for free http://t.co/jgnvusWBBS,AJournalOfIdeas,
[Gaming News] Microsoft launches Xbox Music on Web for free http://t.co/lI58ZtOAJl,VGamerUltra,
"RT @richarddjordan: The Microsoft #bizspark team showing Alex around the surface. Alex: ""oh my gosh I love this"". http://t.co/UdmR7zDGKq",johnbiggs,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",_aaace,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,UPMichiganNews,
@hacharyzanford who even uses Microsoft Word?,Atreyu_Tea,
oh no! my stepdad was installing microsoft 2013 into my computer and saw my fanfics folder and asked what it was,KlMKAl,
Microsoft Flight: Stearman Landing Challenge 1: http://t.co/emsqVR8Nal via @YouTube,RedRobeTV,
What If Elop Becomes Microsoft's Next CEO? - Forbes http://t.co/OTgES5r7a1,MobileTechHQ,
RT @iClarified: Microsoft Releases Xbox Music App for iPhone [Update]... http://t.co/uImVJLo2AS,EstebanUG,
Microsoft Xbox 360 S Limited Edition Halo 4 Bundle 320 GB Glowing Blue on @eBay! http://t.co/U9JeGO4Asa #retweet #tweetspecial #megustaria,etradersinc,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,StrawHatKidZ,
Read this Yall ;) http://t.co/TCy9fVMFTL,filariousmike,
"$ROIAK Microsoft Expands Xbox Music Service to Android, Apple Devices http://t.co/tWp8LtdUsS",PeterDHofmann,
RT @9to5mac: Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/HLdDeWYMj9,a1exDi,
@UberFacts: Apple's iPhone is now worth more than all of Microsoft. But I'll sell you mine for fifty bucks.,elizabeth_kirk,
"Christmas console wars: Microsoft announces Xbox One will go on sale before ... -  The Xbox One, at the Violin... http://t.co/16OgUYweWt",HillybillySanta,
#Apple sort iOS7 cette semaine.  Pour une fois que Microsoft est en avance avec son #Windows8! :) #OsWar,hsantos74,
"@Atreyu_Tea This entire course is on Microsoft Office. Word, Powerpoint and Excel. FUCK. MY. LIFE.",hacharyzanford,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/r0kXWnezl5,Baskhara77,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/BCyBzu1peN,GregoryDonaghy,
Video games have proven to be the only way to spread peace and love in the world ! #sony #Microsoft  hurry with the damn consoles,MeMurtadha,
RT @windowsappstorm: Woah! Microsoft has made available Xbox Music for iOS and Android in one go http://t.co/soKTRXvccf,CellPhone_Roxy,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/mtzWWtJNhG,AllynAsmar6768,
RT @Sabershapervavi: Microsoft       Nokia,Faqueguku,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",james_millers,
Learn about formatting connectors within #flowcharts in Microsoft Office 2011 applications http://t.co/MhtbQfE9Yf,scrapbookppt,
A short tutorial introducing us to the Microsoft Excel 2010 working environment http://t.co/kgpowzpHcm,techstoreirl,
Microsoft doubles down on Xbox Music with revamped service -- including iOS and Google Play apps - http://t.co/05aipnBj8Y #xbox,all_about_xbox,
"Microsoft's ""secure download manager"" from Dreamspark refuses to download anything at any speed. http://t.co/6inUsZSOGN",nicatronTg,
Check this #bargain! #Microsoft #W8 Pro Pack (Win 8 to Win 8 Pro Upgrade) http://t.co/xWXNjL7pV3  #electronics #deals,clickiz,
@mcclurg28 and get Microsoft word,cshort15,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",DoyleAndre,
"@benpva16 @JimPalmeri If I met him, I'd hack his bank account using Microsoft Word #DontReadTheComments",jdmoon10,
"i dont even have microsoft office, am i even a student",crlyhn,
Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/pJcPW5KXC6,Indo_Minions,
RT @9to5mac: Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/HLdDeWYMj9,scotthilt,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,kombib,
"Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/ou90X81nyO",vincarmine,
"#ArunachalPradeshJob MicroSoft-SSAS,MicroSoft-SSRS_DEVELOPER",Arunachal_Jobs,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/0vVzBfg3fq #tech #news",KENNETH65429039,
RT @kekness: De Microsoft/Nokia deal in n plaatje: http://t.co/fZRSEyYNd6 (via @ltm),Djuku,
#social #socialmedia #CorpGov #battlerot Is #Google About to Destroy #Microsoft? http://t.co/lNxq14hpGt,RevolutionsHub,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/eHNY1dP1EU,anditttt,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek: Microsoft Expands Xbox Music Se... http://t.co/ZfjXAgHTfg",JezHarper,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/nM3U6ugPWg #android",SteveJobShirt,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,plan1111,
RT @OpTicMiDNiTE: I think the Xbox One dashboard looks like an improved version of the current. Very Windows 8-like but what did you expect,Flimsy888,
I think I just broke Microsoft Word.,m_peters23,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,fidodido0o0,
Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... - Microsoft... http://t.co/bdrqnhHzS8,PRADODESIGN,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,paruchuri777,
Microsoft just announced they're changing the name of the Xbox One to PS3.5.,iNuclearBanana,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/JCBWSSOlY3 #startupfeeds,startupfeeds,
"RT @SexToyArmy: Search Bing, Earn Points = Get FREE Sex Toys ;) http://t.co/mWUf1P4D3s",9636poskrebyish,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/zoLQilIIk2 #apple #news",TechGeekness,
"CrunchWeek: Samsungs Galaxy Gear, Microsoft-Nokia, And Braintree Acquisition Talks http://t.co/sWdJ3wzBpd",TechnosysAU,
Microsoft Flight: Stearman Landing Challenge 2: http://t.co/czv1hm2Ifz via @YouTube,RedRobeTV,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,YOURDAYOFF,
Microsoft office just got done downloading.... 4 hours later..,care_szpaicher,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/aQl1tV21ha,amkhan_90,
After 2 f'ing hours I finally got my antivirus and Microsoft Office installed. ,AyoManuel_,
New Microsoft reorg now has a position called EVP Business Development &amp;amp;amp;amp;amp; Evangelism. #tm2umc,kg3y57nu,
"why? RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/aAaWzIueho",Lii1014,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/zprA6eNM9H",OmOoBaEnIoLa,
Microsoft launches Xbox Music on Web for free http://t.co/pSqzNUMiOf,BerkleyBearNews,
RT @gracedeclaro: Alam mo bang ang Microsoft Windows lang ang bintanang hindi pwedeng lagyan ng kurtina.,mheeandrei,
RT @MediaREDEF: Worries That Microsoft Is Growing Too Tricky to Manage http://t.co/iKl4wIZKXW,rosspruden,
Check out my newest video of the Xbox One dashboard! #XboxOne #Microsoft #XboxLive http://t.co/DhSz7luKIM #PS4 #nextgen #console #xbox360 z,Mytushilol,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,imlouisyang,
I fucking hate Microsoft word.,lerntheburn,
#BeijingJobs Senior Licensing Executive - SMSG - Beijing/Shanghai Job: Microsoft - Beijing -... http://t.co/M4skuDPqOa #Job #Beijing #Jobs,Beijing_Jobs_,
"Gameplanet Microsoft's Xbox music streaming service to launch on iOS, Android Los Angeles Times Xbox http://t.co/TIQzmwXDAI",CarlaChicken,
"Thank god my cousin got me microsoft Office downloaded for free, saved me alot If money!",Christopher7589,
"Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web REDMOND, Wash.  Sept. 8, 2013 http://t.co/E8raOpUQ96",JonMDaniels,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/9TZXB3AZ0K #Playistic,Playistic,
"With Android plateauing, can Microsoft take advantage? - Indian Express: Indian ExpressWith Android plateauing... http://t.co/n4Ee88c7CA",JezHarper,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",gabrielcarvfer,
RT @nytimes: Worries That Microsoft Is Growing Too Tricky to Manage http://t.co/Lv24x5opls,Revulsive,
"RT @TwitterBrasil: O novo Twitter para Windows 8 agora oferece suporte a vrias contas, listas e mais! Adquira o update aqui: http://t.co/Z",ItsMadson,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/DVNESp2Xxk,adityagirindra,
Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/bcQs3kU8j0,qq_zulia,
Free Xbox Live - Free Microsoft Points! http://t.co/tHKzrx5ACJ,proton_lance,
Microsoft launches Xbox Music on Web for free,AngelineBoyd,
"Cool! I much prefer it to iTunes &amp; others. 'Microsoft expands Xbox Music to iOS, Android, web' http://t.co/wxYSi6f8tg",martinwalsh,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/sUTn2DnVHT #android",10Blackberry,
"RT @haxe: @gab_km  ""URI  URI   URI "" http://t.co/e2lra1YoZo",masaru_b_cl,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/1vnrakygUC #news #tech",Technoo_Mania,
#Microsoft reaches $7.2B deal for Nokia handset business - SHARECONNECT 337 TWEETCOMMENTEMAILMORE http://t.co/eZGuOK65o6,USRadioNews,
RT @MicrosoftUKM: Tahukah Anda? Microsoft akan menghentikan support utk Windows XP &amp; Office 2003 pada tanggal 8 April 2014 http://t.co/T0fC,Choiiii_,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",Gioxx,
Worries That Microsoft Is Growing Too Tricky to Manage http://t.co/G9V0hIDpFI,FriendFiler,
Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,Jalasvirta,
#News: Microsoft launches Xbox Music on Web for free: Microsoft is making its Xbox Music streaming service ava... http://t.co/eROdxROCVg,Fthe13th,
fuck you microsoft,AWESOEM,
"Xbox Music launches on iOS and Android, free streaming on the web - Microsoft is expanding its Xbox Music... http://t.co/VWcfGchM1X",Kemble238,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/YbDb2OgsLS #apple #internet,TJKalogianis,
"#Microsoft #News: ""Microsoft expands Xbox Music service to Web and devices - USA TODAY"" http://t.co/Bbu5JsJt66",Tech_All,
Microsoft launches Xbox Music on Web for free http://t.co/K8PRHdccrz #music,abridgedworld,
Of course my Microsoft Word stops working when I need it! I have to get my school work in!,tabbyisjesus,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,luisvaldes,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,MMRajiv,
"#iOS Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/zkXVBQOtEJ #Apple",MajelAndroid,
